FBID	CG	Symbol	Ben_377	Handler_144	Muerdter_87	sum
FBgn0265998	CG42320	Doa	1	0	0	1
FBgn0266053	CG5208	Patr-1	0	1	0	1
FBgn0266284	CG14788	Ns3	1	0	0	1
FBgn0266465	CG5169	GckIII	1	0	0	1
FBgn0267347	CG4711	squ	1	0	0	1
FBgn0283469	CG6842	Vps4	1	0	0	1
FBgn0283494	CG3140	Adk2	1	0	0	1
FBgn0283681	CG4933	Tcs3	1	0	0	1
FBgn0284245	CG8280	eEF1alpha1	1	0	0	1
FBgn0284246	CG7845	l(2)k09848	1	0	0	1
FBgn0284442	CG4206	Mcm3	1	0	0	1
FBgn0285951	CG42648	mRpS34	0	1	0	1
FBgn0286516	CG9821	aqz	0	1	0	1
FBgn0286784	CG2331	TER94	1	0	0	1
FBgn0286813	CG8174	SRPK	0	1	0	1
FBgn0286831	CG14438	sov	1	0	0	1
